SUBJECT	Coursecode	GRADING_BASIS_ENRL	Gender	AGE	YearSchool	COMP_ACT_SCORE	URM	msl01	msl02	msl03	msl04	msl05	msl06	msl07	msl08	msl09	msl10	msl11	msl12	msl13	msl14	msl15	msl16	msl17	msl18	msl19	msl20	Exams_percent	Course_percent	NonExam_percent	ZExams_percent	ZCourse_percent	ZNonExam_percent
BIOL	1009.5	A-F	0	18	Sophomore	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.646153846	0.75374	0.870291667	-0.927895491	-0.913623785	-0.575618268
BIOL	1009.5	A-F	0	18	Sophomore	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.78574	0.953625	-1.067712205	-0.521158502	0.500253017
BIOL	1009.5	A-F	0	18	Freshman	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.761538462	0.85792	0.962333333	0.1207299	0.364096004	0.612681562
BIOL	1009.5	A-F	0	18	Freshman	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.476923077	0.67717	0.894104167	-2.465879387	-1.852719622	-0.268188047
BIOL	1009.5	WTH	1	18	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.5	A-F	1	18	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.884615385	0.91525	0.9484375	1.239263644	1.067222088	0.433280029
BIOL	1009.5	A-F	0	18	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.784615385	0.84444	0.90925	0.330454977	0.198770003	-0.072648445
BIOL	1009.5	A-F	0	18	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.876923077	0.92	0.966666667	1.169355282	1.125478654	0.668626878
BIOL	1009.5	A-F	0	18	Freshman	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.7	0.78404	0.875083333	-0.438536976	-0.54200822	-0.513755678
BIOL	1009.5	A-F	1	18	Sophomore	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.884615385	0.92056	0.9595	1.239263644	1.132346797	0.576101943
BIOL	1009.5	A-F	1	18	Freshman	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.892307692	0.92026	0.950541667	1.309171997	1.128667434	0.460445784
BIOL	1009.5	A-F	1	18	Non-degree	33	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.9	0.93676	0.976583333	1.379080359	1.331032346	0.796655553
BIOL	1009.5	A-F	0	15	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.946153846	0.94184	0.937166667	1.798530511	1.39333621	0.287768442
BIOL	1010.1	A-F	1	46	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.911428571	0.871668874	0.837308642	1.332239237	1.085714742	0.54656038
BIOL	1010.1	A-F	0	28	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.92	0.84981457	0.789160494	1.412431686	0.841516583	0.093428281
BIOL	1010.1	A-F	1	25	Junior	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.702857143	0.725245033	0.744592593	-0.619110255	-0.550412972	-0.326009378
BIOL	1010.1	S-N	0	24	Senior	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.84	0.766370861	0.702740741	0.663968865	-0.09087642	-0.719885744
BIOL	1010.1	A-F	0	24	Non-degree	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.94	0.856543046	0.784419753	1.599547391	0.916700009	0.048812195
BIOL	1010.1	S-N	1	23	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.651428571	0.707059603	0.755135802	-1.100264931	-0.753615441	-0.226785075
BIOL	1010.1	A-F	0	23	Senior	22	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.797142857	0.825165563	0.849382716	0.263006638	0.566090647	0.660191968
BIOL	1010.1	A-F	0	23	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.917142857	0.852609272	0.796839506	1.38570087	0.872744349	0.165697039
BIOL	1010.1	A-F	1	22	Sophomore	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.734285714	0.77789404	0.815580247	-0.325071294	0.037882615	0.342069997
BIOL	1010.1	A-F	1	22	Junior	24	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.66	0.627245033	0.598938272	-1.020072482	-1.64545675	-1.696792076
BIOL	1010.1	A-F	0	22	Senior	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	22	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.771428571	0.770198675	0.769135802	0.022429301	-0.048104748	-0.095028203
BIOL	1010.1	A-F	1	22	Senior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.822857143	0.787337748	0.756641975	0.503583976	0.143405816	-0.212610172
BIOL	1010.1	A-F	1	22	Junior	29	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.837142857	0.790662252	0.750493827	0.637238049	0.180553545	-0.270471655
BIOL	1010.1	A-F	1	22	Sophomore	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.817142857	0.769350993	0.728049383	0.450122344	-0.057576676	-0.481700922
BIOL	1010.1	S-N	0	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.502857143	0.657470199	0.79108642	-2.490267307	-1.307723281	0.111553566
BIOL	1010.1	S-N	0	21	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.642857143	0.729509934	0.804395062	-1.18045737	-0.502757326	0.236803926
BIOL	1010.1	A-F	1	21	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.66	0.825112583	0.967802469	-1.020072482	0.565498653	1.774664558
BIOL	1010.1	A-F	1	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.828571429	0.814900662	0.80308642	0.557045609	0.451391504	0.224488028
BIOL	1010.1	A-F	1	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.942857143	0.84994702	0.769654321	1.626278208	0.842996568	-0.090148315
BIOL	1010.1	A-F	0	21	Junior	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.685714286	0.759602649	0.82345679	-0.779495144	-0.166503853	0.416197759
BIOL	1010.1	A-F	0	21	Sophomore	22	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.765714286	0.761735099	0.758296296	-0.031032323	-0.142676036	-0.197041018
BIOL	1010.1	S-N	0	21	Senior	23	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.577142857	0.702569536	0.810962963	-1.795266119	-0.803787073	0.29861579
BIOL	1010.1	A-F	1	21	Junior	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.64	0.477112583	0.336345679	-1.207188187	-3.32302415	-4.168104842
BIOL	1010.1	A-F	0	21	Senior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.871428571	0.844993377	0.822148148	0.958007827	0.787644977	0.403881861
BIOL	1010.1	WTH	1	21	Junior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	21	Senior	27	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.728571429	0.760119205	0.787382716	-0.378532917	-0.1607319	0.076697248
BIOL	1010.1	A-F	0	21	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.917142857	0.882701987	0.852938272	1.38570087	1.208997821	0.693654035
BIOL	1010.1	A-F	1	21	Senior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.854285714	0.794940397	0.743654321	0.797622938	0.228357178	-0.334839649
BIOL	1010.1	A-F	1	21	Senior	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.871428571	0.835271523	0.804024691	0.958007827	0.679013796	0.233318289
BIOL	1010.1	A-F	1	21	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.385714286	0.276251656	0.181654321	-3.586230722	-5.567427296	-5.623936949
BIOL	1010.1	A-F	0	20	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.68	0.766331126	0.840938272	-0.832956776	-0.091320416	0.580719573
BIOL	1010.1	S-N	0	20	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.737142857	0.759019868	0.777925926	-0.298340477	-0.173015799	-0.012302543
BIOL	1010.1	A-F	0	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.825714286	0.806860927	0.790567901	0.530314793	0.36155618	0.106673677
BIOL	1010.1	A-F	0	20	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.828571429	0.806622517	0.787654321	0.557045609	0.358892207	0.079253378
BIOL	1010.1	S-N	0	20	Freshman	19	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	0	20	Sophomore	20	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.548571429	0.696913907	0.825111111	-2.062574264	-0.866982597	0.431766914
BIOL	1010.1	A-F	0	20	Sophomore	20	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.591428571	0.663152318	0.725135802	-1.661612046	-1.24423176	-0.50912123
BIOL	1010.1	A-F	1	20	Sophomore	22	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.777142857	0.818357616	0.853975309	0.075890933	0.490019218	0.703413803
BIOL	1010.1	S-N	1	20	Sophomore	23	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.597142857	0.679099338	0.749925926	-1.608150414	-1.066041096	-0.275816287
BIOL	1010.1	A-F	1	20	Junior	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.688571429	0.68807947	0.687654321	-0.752764327	-0.965697855	-0.861867138
BIOL	1010.1	A-F	1	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.748571429	0.778384106	0.804148148	-0.191417212	0.043358571	0.234480168
BIOL	1010.1	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.7	0.627006623	0.563925926	-0.645841071	-1.648120723	-2.026300447
BIOL	1010.1	WTH	1	20	Junior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	20	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.751428571	0.763721854	0.774345679	-0.164686405	-0.120476202	-0.045996982
BIOL	1010.1	WTH	1	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.637142857	0.754635762	0.85617284	-1.233919003	-0.222003432	0.724095218
BIOL	1010.1	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.702857143	0.753642384	0.797530864	-0.619110255	-0.233103355	0.172203551
BIOL	1010.1	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.774285714	0.792198675	0.807679012	0.049160117	0.197721406	0.267709854
BIOL	1010.1	A-F	0	20	Junior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.794285714	0.81010596	0.823777778	0.236275822	0.397815906	0.419218643
BIOL	1010.1	A-F	0	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.888571429	0.885390728	0.882641975	1.118392725	1.239041588	0.973201678
BIOL	1010.1	A-F	1	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.894285714	0.863801325	0.83745679	1.171854348	0.99780341	0.547954632
BIOL	1010.1	A-F	1	20	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.682857143	0.684662252	0.686222222	-0.80622596	-1.003881562	-0.875344915
BIOL	1010.1	A-F	1	20	Junior	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.717142857	0.793655629	0.859777778	-0.485456182	0.214001288	0.758022029
BIOL	1010.1	A-F	0	20	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.891428571	0.778807947	0.681481481	1.145123532	0.048094535	-0.919961001
BIOL	1010.1	A-F	1	20	Junior	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.928571429	0.885284768	0.847876543	1.492624135	1.237857599	0.646017065
BIOL	1010.1	A-F	0	20	Junior	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.757142857	0.767470199	0.776395062	-0.111224772	-0.07859251	-0.026709818
BIOL	1010.1	A-F	0	20	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.797142857	0.790503311	0.784765432	0.263006638	0.178777551	0.052065451
BIOL	1010.1	A-F	0	20	Junior	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	20	Junior	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.908571429	0.870291391	0.837209877	1.30550843	1.070322863	0.545630883
BIOL	1010.1	A-F	1	20	Junior	35	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.922857143	0.900331126	0.880864198	1.439162502	1.405984341	0.956470654
BIOL	1010.1	A-F	0	19	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.657142857	0.73605298	0.804246914	-1.046803298	-0.429645879	0.235409675
BIOL	1010.1	A-F	1	19	Freshman	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.691428571	0.782264901	0.860765432	-0.72603352	0.086722249	0.767317043
BIOL	1010.1	A-F	1	19	Freshman	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.785714286	0.834145695	0.876	0.156083382	0.666433888	0.910692688
BIOL	1010.1	A-F	1	19	Freshman	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.68	0.700225166	0.717703704	-0.832956776	-0.829982867	-0.579066229
BIOL	1010.1	A-F	0	19	Sophomore	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.8	0.816900662	0.831506173	0.289737455	0.473739336	0.491952154
BIOL	1010.1	WTH	1	19	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	19	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.771428571	0.737086093	0.707407407	0.022429301	-0.418101961	-0.675966793
BIOL	1010.1	A-F	0	19	Junior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.742857143	0.763324503	0.781012346	-0.244878844	-0.124916169	0.016744389
BIOL	1010.1	A-F	1	19	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.751428571	0.752238411	0.752938272	-0.164686405	-0.248791231	-0.247466481
BIOL	1010.1	A-F	1	19	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.714285714	0.719059603	0.723185185	-0.512186999	-0.619528448	-0.527478887
BIOL	1010.1	A-F	0	19	Freshman	27	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.731428571	0.622516556	0.528395062	-0.35180211	-1.698292355	-2.360688698
BIOL	1010.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.794285714	0.808609272	0.820987654	0.236275822	0.38109204	0.392960214
BIOL	1010.1	A-F	1	19	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.897142857	0.858092715	0.824345679	1.198585165	0.934015881	0.424563276
BIOL	1010.1	A-F	1	19	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.82	0.809854305	0.80108642	0.47685316	0.395003934	0.205665618
BIOL	1010.1	A-F	1	19	Freshman	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.748571429	0.719125828	0.693679012	-0.191417212	-0.618788455	-0.805167535
BIOL	1010.1	A-F	1	19	Freshman	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.76	0.809933775	0.85308642	-0.084493956	0.395891926	0.695048286
BIOL	1010.1	A-F	0	19	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.76	0.781231788	0.799580247	-0.084493956	0.075178331	0.191490715
BIOL	1010.1	A-F	0	19	Freshman	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.828571429	0.816463576	0.806	0.557045609	0.468855374	0.251908327
BIOL	1010.1	A-F	0	19	Junior	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.88	0.839735099	0.804938272	1.038200276	0.72888942	0.241916187
BIOL	1010.1	A-F	1	19	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.871428571	0.857615894	0.845679012	0.958007827	0.928687923	0.62533565
BIOL	1010.1	A-F	1	19	Junior	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.1	A-F	1	19	Sophomore	33	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.842857143	0.813536424	0.788197531	0.690699682	0.436147623	0.084365639
BIOL	1010.1	A-F	0	18	Freshman	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.625714286	0.723788079	0.80854321	-1.340842259	-0.566692854	0.275842998
BIOL	1010.1	A-F	0	18	Freshman	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.76	0.809443709	0.85217284	-0.084493956	0.390415969	0.686450397
BIOL	1010.1	A-F	1	18	Freshman	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.708571429	0.690304636	0.674518519	-0.565648622	-0.940834037	-0.985490865
BIOL	1010.1	A-F	0	18	Freshman	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.848571429	0.828569536	0.811283951	0.744161314	0.604126355	0.301636674
BIOL	1010.1	A-F	1	18	Non-degree	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.882857143	0.852715232	0.826666667	1.064931092	0.873928337	0.44640657
BIOL	1010.1	A-F	0	18	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.82	0.851602649	0.87891358	0.47685316	0.861496428	0.938112988
BIOL	1010.1	A-F	1	18	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.86	0.847298013	0.836320988	0.85108457	0.813396786	0.537265366
BIOL	1010.1	A-F	1	18	Sophomore	30	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.785714286	0.811099338	0.833037037	0.156083382	0.408915829	0.506359429
BIOL	1010.1	A-F	1	18	Freshman	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.748571429	0.827152318	0.895061728	-0.191417212	0.58829048	1.090086521
BIOL	1010.1	A-F	0	18	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.902857143	0.844039735	0.793209877	1.252046797	0.776989061	0.131537856
BIOL	1010.1	A-F	0	17	Non-degree	26	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.78	0.811549669	0.838814815	0.10262175	0.41394779	0.560735283
BIOL	1010.1	A-F	0	17	Non-degree	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.685714286	0.772516556	0.847530864	-0.779495144	-0.02220494	0.642763809
BIOL	1010.2	A-F	1	26	Freshman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.828571429	0.789695364	0.756098765	0.447958094	0.174899928	-0.398771337
BIOL	1010.2	A-F	1	26	Sophomore	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.834285714	0.794119205	0.759407407	0.504035315	0.252428719	-0.335471654
BIOL	1010.2	A-F	1	25	Senior	28	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.817142857	0.748715232	0.689580247	0.335803633	-0.543285943	-1.671378383
BIOL	1010.2	S-N	1	23	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.2	A-F	0	23	Freshman	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.825714286	0.75415894	0.692320988	0.419919479	-0.447883757	-1.618943566
BIOL	1010.2	S-N	1	22	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.2	A-F	1	22	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.545714286	0.681125828	0.798148148	-2.327864682	-1.727805187	0.405701502
BIOL	1010.2	A-F	1	22	Senior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.865714286	0.849589404	0.835654321	0.812460074	1.224556217	1.123255373
BIOL	1010.2	A-F	0	22	Senior	32	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.811428571	0.814423841	0.817012346	0.279726403	0.608271953	0.766604181
BIOL	1010.2	S-N	0	21	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.7	0.707456954	0.713901235	-0.813779535	-1.266346384	-1.206078469
BIOL	1010.2	A-F	0	21	Senior	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.717142857	0.751099338	0.780444444	-0.645547853	-0.501503959	0.067000955
BIOL	1010.2	S-N	0	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.74	0.766225166	0.788888889	-0.42123894	-0.23642048	0.228556873
BIOL	1010.2	A-F	0	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.882857143	0.840900662	0.804641975	0.980691756	1.072284093	0.529938937
BIOL	1010.2	A-F	1	21	Sophomore	20	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.557142857	0.632529801	0.697679012	-2.21571023	-2.579461302	-1.516435884
BIOL	1010.2	A-F	1	21	Junior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.794285714	0.798092715	0.801382716	0.111494721	0.32206536	0.46758403
BIOL	1010.2	A-F	1	21	Junior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.717142857	0.747165563	0.773111111	-0.645547853	-0.570444235	-0.073297589
BIOL	1010.2	A-F	0	21	Junior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.797142857	0.807721854	0.816864198	0.139533336	0.490818149	0.763769869
BIOL	1010.2	A-F	0	21	Senior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.914285714	0.859682119	0.812493827	1.289116504	1.401433278	0.68015759
BIOL	1010.2	A-F	1	21	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.854285714	0.797059603	0.747604938	0.700305612	0.303959844	-0.561272013
BIOL	1010.2	A-F	0	21	Junior	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.9	0.85986755	0.825185185	1.148923437	1.404682997	0.922963835
BIOL	1010.2	S-N	1	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.72	0.701986755	0.686419753	-0.617509237	-1.362212831	-1.731843755
BIOL	1010.2	A-F	0	20	Junior	19	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.657142857	0.735350993	0.802938272	-1.234358744	-0.777497186	0.497344337
BIOL	1010.2	A-F	0	20	Sophomore	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.682857143	0.711589404	0.736419753	-0.982011217	-1.193924285	-0.775262728
BIOL	1010.2	WTH	1	20	Freshman	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1010.2	S-N	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.58	0.697788079	0.799580247	-1.991401318	-1.435795556	0.433099877
BIOL	1010.2	A-F	0	20	Junior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.742857143	0.771854305	0.79691358	-0.393200325	-0.137768575	0.382082216
BIOL	1010.2	A-F	0	20	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.654285714	0.697430464	0.734716049	-1.26239736	-1.442062838	-0.807857346
BIOL	1010.2	A-F	1	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.691428571	0.751165563	0.802790123	-0.89789538	-0.500343351	0.494510007
